STATE_CODE,SHRP_ID,CONSTRUCTION_NO,YEAR_VISITED,VISIT_DATE,MRI,Initial_IRI,PRECIPITATION,TEMP_MEAN_AVG,FREEZE_INDEX,FREEZE_THAW,REL_HUM_AVG_AVG,AADTT,AGE,H_AC,Eng_Fab,Treated_Base,Treated_Subbase,H_TOT,Added_Thickness
1,0106,1,1994,1994-08-25,0.7470000028610229,0.7470000028610229,1845.33,17.200000762939453,10.0,34.0,81,1484,3,175.29999999999998,False,True,False,591.9,0.0
1,0106,1,1996,1996-01-10,0.5817999958992004,0.7470000028610229,1201.48,17.200000762939453,27.0,54.0,76,3057,5,175.29999999999998,False,True,False,591.9,0.0
1,0106,1,1997,1997-07-03,0.6130999982357026,0.7470000028610229,1475.31,17.399999618530273,5.0,31.0,78,3879,6,175.29999999999998,False,True,False,591.9,0.0
1,0106,1,1998,1998-01-27,0.6544999957084656,0.7470000028610229,1396.67,18.799999237060547,0.0,23.0,76,4726,7,175.29999999999998,False,True,False,591.9,0.0
1,0106,1,1999,1999-09-28,0.6949999988079071,0.7470000028610229,1145.22,18.5,6.0,35.0,71,5598,8,175.29999999999998,False,True,False,591.9,0.0
1,0106,1,2001,2001-03-14,0.6889999985694886,0.7470000028610229,1167.22,17.899999618530273,3.0,33.0,74,7422,10,175.29999999999998,False,True,False,591.9,0.0
1,0106,1,2002,2002-03-10,0.6597999930381775,0.7470000028610229,1117.79,18.399999618530277,3.0,46.0,74,8375,11,175.29999999999998,False,True,False,591.9,0.0
1,0106,1,2003,2003-01-29,0.7324999928474427,0.7470000028610229,1593.82,17.5,6.0,50.0,79,9357,12,175.29999999999998,False,True,False,591.9,0.0
1,0106,1,2004,2004-04-27,0.7429999947547912,0.7470000028610229,1378.56,18.100000381469727,2.0,39.0,75,10368,13,175.29999999999998,False,True,False,591.9,0.0
1,0106,1,2005,2005-05-04,0.7639999985694885,0.7470000028610229,1847.56,17.799999237060547,2.0,38.0,77,11410,14,175.29999999999998,False,True,False,591.9,0.0
1,0107,1,1994,1994-08-24,0.811900007724762,0.811900007724762,1845.33,17.200000762939453,10.0,34.0,81,1484,3,116.9,False,True,False,320.1,0.0
